"entrez","genes","chr","start","end","strand"
"268949","Dpcr1","chr17",35780641,35782640,"-"
"26895","Cops7b","chr1",88481675,88483674,"+"
"268958","Capn11","chr17",45796259,45798258,"-"
"26896","Med14","chrX",12339100,12341099,"-"
"26897","Acot1","chr12",85348452,85350451,"+"
"268970","Arhgap28","chr17",68300281,68302280,"-"
"268973","Nlrc4","chr17",74847559,74849558,"-"
"268977","Ltbp1","chr17",75402869,75404868,"+"
"26898","Ctsj","chr13",61107273,61109272,"-"
"268980","Strn","chr17",79088148,79090147,"-"
"268996","Ss18","chr18",14841424,14843423,"-"
"26900","Ddx3y","chrY",623057,625056,"-"
"269003","Sap130","chr18",31792037,31794036,"+"
"26901","Deb1","chr9",121617507,121619506,"+"
"269016","Sh3rf2","chr18",42211364,42213363,"+"
"269019","Stk32a","chr18",43365351,43367350,"+"
"269023","Zfp608","chr18",55149835,55151834,"-"
"26903","Dysf","chr6",83956584,83958583,"+"
"269033","4930503L19Rik","chr18",70623805,70625804,"-"
"269037","Ctif","chr18",75681524,75683523,"-"
"26904","Sh2d1b1","chr1",172205455,172207454,"+"
"26905","Eif2s3x","chrX",91457991,91459990,"-"
"269053","Gpr152","chr19",4137799,4139798,"+"
"269060","Dagla","chr19",10379368,10381367,"-"
"269061","Cpsf7","chr19",10597734,10599733,"+"
"269063","Ms4a5","chr19",11358304,11360303,"-"
"26908","Eif2s3y","chrY",345055,347054,"+"
"26909","Exo1","chr1",177808909,177810908,"+"
"26910","Figla","chr6",85965185,85967184,"+"
"269109","Dpp10","chr1",125942137,125944136,"-"
"269113","Nup54","chr5",92864226,92866225,"-"
"269116","Nfasc","chr1",134539436,134541435,"-"
"26912","Gcat","chr15",78859304,78861303,"+"
"269120","Optc","chr1",135803751,135805750,"-"
"26913","Gprin1","chr13",54851031,54853030,"-"
"269132","Colgalt2","chr1",154244997,154246996,"+"
"26914","H2afy","chr13",56236912,56238911,"-"
"269152","Kif26b","chr1",180457256,180459255,"+"
"26918","Ern2","chr7",129329731,129331730,"-"
"269180","Inpp4a","chr1",37354738,37356737,"+"
"269181","Mgat4a","chr1",37552941,37554940,"-"
"26919","Zfp346","chr13",55204670,55206669,"+"
"269198","Nbeal1","chr1",60235443,60237442,"+"
"26920","Cntrl","chr2",34963012,34965011,"+"
"269209","Stk36","chr1",74646029,74648028,"+"
"26921","Map4k4","chr1",39955758,39957757,"+"
"26922","Mecr","chr4",131397386,131399385,"+"
"269224","Pask","chr1",95209726,95211725,"-"
"269233","Fam171a1","chr2",3029496,3031495,"+"
"269252","Gtf3c4","chr2",28695881,28697880,"-"
"269254","Setx","chr2",28978512,28980511,"+"
"26926","Aifm1","chrX",45836074,45838073,"-"
"269261","Rpl12","chr2",32815232,32817231,"+"
"26927","Foxl2","chr9",98854026,98856025,"+"
"269275","Acvr1c","chr2",58177219,58179218,"-"
"269295","Rtn4rl2","chr2",84726850,84728849,"-"
"26931","Ppp2r5c","chr12",111138611,111140610,"+"
"26932","Ppp2r5e","chr12",76697188,76699187,"-"
"269328","Muc15","chr2",110559765,110561764,"+"
"269336","Ccdc32","chr2",118855130,118857129,"-"
"269338","Vps39","chr2",120178870,120180869,"-"
"26934","Racgap1","chr15",99482053,99484052,"-"
"269344","Ell3","chr2",121268598,121270597,"-"
"269346","Slc28a2","chr2",122250213,122252212,"+"
"269356","Slc4a11","chr2",130523256,130525255,"-"
"26936","Mprip","chr11",59473997,59475996,"+"
"269378","Ahcy","chr2",154900234,154902233,"-"
"26938","St6galnac5","chr3",152645172,152647171,"-"
"269389","Tox2","chr2",163049190,163051189,"+"
"26939","Polr3e","chr7",128059258,128061257,"+"
"269397","Ss18l1","chr2",179775188,179777187,"+"
"26940","Ecsit","chr9",21889827,21891826,"-"
"269400","Rtel1","chr2",181052429,181054428,"+"
"269401","Znf512b","chr2",181325691,181327690,"-"
"26941","Slc9a3r1","chr11",115022655,115024654,"+"
"26942","Spag1","chr15",36107285,36109284,"+"
"269423","3110057O12Rik","chr3",40696199,40698198,"+"
"269424","Jade1","chr3",41357656,41359655,"+"
"26943","Serinc3","chr2",163470880,163472879,"-"
"269437","Plch1","chr3",63520011,63522010,"-"
"26944","Tinag","chr9",76893589,76895588,"-"
"26945","Tpsg1","chr17",25504218,25506217,"+"
"26946","Trpc7","chr13",56996950,56998949,"-"
"269470","Wdr3","chr3",99966327,99968326,"-"
"269473","Lrig2","chr3",104283797,104285796,"-"
"26949","Vat1","chr11",101327514,101329513,"-"
"26950","Vsnl1","chr12",11443456,11445455,"-"
"26951","Zw10","chr9",48861737,48863736,"+"
"269513","Nkain3","chr4",20705816,20707815,"-"
"269514","Fbxl4","chr4",22282712,22284711,"+"
"269523","Vcp","chr4",43013380,43015379,"-"
"269529","Fbxo10","chr4",45097477,45099476,"-"
"269536","Tex10","chr4",48481866,48483865,"-"
"269582","Clspn","chr4",126232224,126234223,"+"
"269585","Zscan20","chr4",128287279,128289278,"-"
"269587","Epb4.1","chr4",131523888,131525887,"-"
"269589","Sytl1","chr4",132812603,132814602,"-"
"269593","Luzp1","chr4",136023676,136025675,"+"
"269604","Gpr157","chr4",149459612,149461611,"+"
"269608","Plekhg5","chr4",151458981,151460980,"+"
"26961","Rpl8","chr15",76732501,76734500,"+"
"269610","Chd5","chr4",151710760,151712759,"+"
"269614","Pank4","chr4",154336242,154338241,"+"
"269615","Plch2","chr4",154380840,154382839,"-"
"269623","Rbm48","chr5",3596548,3598547,"-"
"269629","Lhfpl3","chr5",22054255,22056254,"+"
"269633","Wdr86","chr5",24236499,24238498,"-"
"269637","Cnpy1","chr5",28572329,28574328,"-"
"269639","Zfp512","chr5",31752809,31754808,"+"
"269642","Nat8l","chr5",34336633,34338632,"+"
"269643","Ppp2r2c","chr5",37257809,37259808,"+"
"26965","Cul1","chr6",47401903,47403902,"+"
"26968","Islr","chr9",58006362,58008361,"-"
"269682","Golga3","chr5",110603720,110605719,"+"
"269693","Ccdc60","chr5",116738995,116740994,"-"
"269695","Rnft2","chr5",118694871,118696870,"-"
"26970","Pla2g2e","chr4",138431857,138433856,"+"
"269702","Mphosph9","chr5",124711113,124713112,"-"
"269704","Zfp664","chr5",125341075,125343074,"+"
"26971","Pla2g2f","chr4",138313514,138315513,"-"
"269713","Clip2","chr5",135028305,135030304,"-"
"269717","Orai2","chr5",136646527,136648526,"-"
"26972","Spo11","chr2",172803343,172805342,"+"
"269774","Aak1","chr6",86797511,86799510,"+"
"269784","Cntn4","chr6",105625739,105627738,"+"
"269788","Lhfpl4","chr6",113145379,113147378,"-"
"269799","Clec4a1","chr6",122869876,122871875,"+"
"269800","Zfp384","chr6",124957256,124959255,"+"
"269823","Pon3","chr6",5206234,5208233,"-"
"269831","Tspan12","chr6",21802168,21804167,"-"
"269854","Nat14","chr7",4871853,4873852,"+"
"269855","Ssc5d","chr7",4875446,4877445,"+"
"269862","Olfr1349","chr7",6468139,6470138,"-"
"26987","Eif4e2","chr1",89108489,89110488,"+"
"269870","Zfp446","chr7",13561197,13563196,"+"
"269878","Megf8","chr7",26100183,26102182,"+"
"269881","Map3k10","chr7",28459618,28461617,"-"
"269902","Vmn2r57","chr7",48704012,48706011,"-"
"26992","Brd7","chr8",90859387,90861386,"-"
"269941","Chsy1","chr7",73252401,73254400,"+"
"269951","Idh2","chr7",87243220,87245219,"-"
"269952","Gdpgp1","chr7",87375779,87377778,"+"
"269954","Ttll13","chr7",87389262,87391261,"+"
"269955","Rccd1","chr7",87469341,87471340,"-"
"269959","Adamtsl3","chr7",89482204,89484203,"+"
"269966","Nup98","chr7",109305683,109307682,"-"
"269994","Gsg1l","chr7",133225926,133227925,"-"
"269997","Zfp747","chr7",134519565,134521564,"-"
"269999","Orai3","chr7",134911329,134913328,"+"
"270004","Foxi2","chr7",142600050,142602049,"+"
"270028","Fam155a","chr8",9323370,9325369,"-"
"270035","Letm2","chr8",26707960,26709959,"-"
"270049","Galntl6","chr8",60275388,60277387,"-"
"270058","Map1s","chr8",73427873,73429872,"+"
"270066","Slc35e1","chr8",75016173,75018172,"-"
"27007","Klrk1","chr6",129572788,129574787,"-"
"270076","Gcdh","chr8",87417821,87419820,"-"
"27008","Micall1","chr15",78937413,78939412,"+"
"270084","Lpcat2","chr8",95377249,95379248,"+"
"270086","Ogfod1","chr8",96559098,96561097,"+"
"270091","Lrrc36","chr8",107935522,107937521,"+"
"270096","Mon1b","chr8",116157486,116159485,"+"
"270097","Vat1l","chr8",116727540,116729539,"+"
"270106","Rpl13","chr8",125624250,125626249,"+"
"270109","Pcnxl2","chr8",128298029,128300028,"-"
"270110","Irf2bp2","chr8",129117337,129119336,"-"
"270118","Maml2","chr9",13422433,13424432,"+"
"270120","Fat3","chr9",16182676,16184675,"-"
"27015","Polk","chr13",97289143,97291142,"-"
"270150","Ccdc153","chr9",44046760,44048759,"+"
"270151","Nlrx1","chr9",44076271,44078270,"-"
"270152","Amica1","chr9",44885266,44887265,"+"
"270156","AU019823","chr9",50425570,50427569,"-"
"270160","Rab39","chr9",53514338,53516337,"-"
"270162","Elmod1","chr9",53823109,53825108,"-"
"270163","Myo9a","chr9",59596981,59598980,"+"
"270166","Clpx","chr9",65140102,65142101,"+"
"270190","Ephb1","chr9",102257024,102259023,"-"
"270192","Rab6b","chr9",103012404,103014403,"+"
"270198","Pfkfb4","chr9",108891947,108893946,"+"
"270201","Klhl18","chr9",110379199,110381198,"-"
"270210","Zfp651","chr9",121667151,121669150,"+"
"27027","Tspan32","chr7",150188951,150190950,"+"
"27028","Ermap","chr4",118862617,118864616,"-"
"27029","Sgsh","chr11",119216825,119218824,"-"
"270328","Gsdmc3","chr15",63710114,63712113,"-"
"27041","G3bp1","chr11",55281254,55283253,"+"
"27045","Nit1","chr1",173275777,173277776,"-"
"27047","Omd","chr13",49676116,49678115,"+"
"27049","Etv3","chr3",87327500,87329499,"+"
"27050","Rps3","chr7",106632220,106634219,"-"
"27052","Aoah","chr13",20883988,20885987,"+"
"27053","Asns","chr6",7643183,7645182,"-"
"27054","Sec23b","chr2",144379998,144381997,"+"
"27055","Fkbp9","chr6",56780053,56782052,"+"
"27056","Irf5","chr6",29474733,29476732,"+"
"27057","Ncoa4","chr14",32971078,32973077,"+"
"27058","Srp9","chr1",184052868,184054867,"+"
"27059","Sh3d19","chr3",85886356,85888355,"+"
"270599","Gm648","chrX",53802784,53804783,"-"
"27060","Tcirg1","chr19",3903173,3905172,"-"
"27061","Bcap31","chrX",70961515,70963514,"-"
"27062","Cadps","chr14",13655594,13657593,"-"
"270624","Spin4","chrX",92222022,92224021,"-"
"270627","Taf1","chrX",98726074,98728073,"+"
"270669","Mbtps2","chrX",154006938,154008937,"-"
"270672","Map3k15","chrX",156424365,156426364,"+"
"270685","Mthfd1l","chr10",6373467,6375466,"-"
"270711","Fam26d","chr10",33764120,33766119,"-"
"270757","Bpifc","chr10",85474606,85476605,"-"
"27078","B9d1","chr11",61316674,61318673,"+"
"270802","BC048403","chr10",121174993,121176992,"+"
"27081","Zfp275","chrX",70585959,70587958,"+"
"27083","Xlr4b","chrX",70457704,70459703,"+"
"27084","Xlr5c","chrX",70535855,70537854,"-"
"270893","Tmem132e","chr11",82200402,82202401,"+"
"270906","Prr11","chr11",86922217,86924216,"-"
"27096","Trappc3","chr4",125937649,125939648,"+"
"271005","Klhdc1","chr12",70340819,70342818,"+"
"27103","Eif2ak4","chr2",118212353,118214352,"+"
"271036","Catsperb","chr12",102640883,102642882,"+"
"271047","Serpina3b","chr12",105364206,105366205,"+"
"271127","Adamts16","chr13",70980689,70982688,"-"
"271144","Ankdd1b","chr13",97205927,97207926,"-"
"271209","Rp1l1","chr14",64609268,64611267,"+"
"271221","5031414D18Rik","chr14",75413834,75415833,"+"
"271278","BC024139","chr15",75956987,75958986,"-"
"271305","Phf21b","chr15",84685530,84687529,"-"
"271375","Cd200r2","chr16",44865210,44867209,"+"
"271377","Zbtb11","chr16",55971917,55973916,"+"
"27140","Tlx3","chr11",33103589,33105588,"-"
"271424","Ip6k3","chr17",27304710,27306709,"-"
"271457","Rab5a","chr17",53616559,53618558,"+"
"271508","4933408B17Rik","chr18",34757123,34759122,"-"
"271564","Vps13a","chr19",16855418,16857417,"-"
"271639","Adcy10","chr1",167413314,167415313,"+"
"271697","Cdk15","chr1",59311751,59313750,"+"
"271711","Tmem169","chr1",72328947,72330946,"+"
"27176","Rpl7a","chr2",26764327,26766326,"+"
"271786","Galnt13","chr2",54286798,54288797,"+"
"271813","Agbl2","chr2",90620901,90622900,"+"
"271842","Rpusd2","chr2",118858526,118860525,"+"
"271844","Pla2g4f","chr2",120139902,120141901,"-"
"271849","Shc4","chr2",125549885,125551884,"-"
"271887","Rbbp8nl","chr2",180024585,180026584,"-"
"271944","C2cd4d","chr3",94164366,94166365,"+"
"271970","Arsj","chr3",126064770,126066769,"+"
"271981","Tbck","chr3",132345108,132347107,"+"
"272009","Srsf12","chr4",33293966,33295965,"+"
"272027","Tstd2","chr4",46151348,46153347,"-"
"272031","Lppr1","chr4",49070334,49072333,"+"
"27204","Syn3","chr10",85961642,85963641,"-"
"27205","Podxl","chr6",31513938,31515937,"-"
"27206","Nrk","chrX",135446969,135448968,"+"
"27207","Rps11","chr7",52379760,52381759,"-"
"27208","Snord33","chr7",52382316,52384315,"-"
"27210","Snord34","chr7",52382039,52384038,"-"
"27211","Snord35a","chr7",52381806,52383805,"-"
"27212","Snord35b","chr7",52378482,52380481,"-"
"27214","Dbf4","chr5",8422717,8424716,"-"
"27215","Azi2","chr9",117947617,117949616,"+"
"272158","Poln","chr5",34512098,34514097,"-"
"27216","Olfr154","chr2",85504613,85506612,"-"
"27217","Mixl1","chr1",182627166,182629165,"-"
"27218","Slamf1","chr1",173695263,173697262,"+"
"27219","Sgk2","chr2",162811217,162813216,"+"
"27220","Cartpt","chr13",100670639,100672638,"-"
"27221","Chaf1a","chr17",56177839,56179838,"+"
"27222","Atp1a4","chr1",174188556,174190555,"-"
"27223","Trp53bp1","chr2",121037712,121039711,"-"
"27224","Tceb3","chr4",135577565,135579564,"-"
"27225","Ddx24","chr12",104663991,104665990,"-"
"27226","Pla2g7","chr17",43703400,43705399,"+"
"272322","Arntl2","chr6",146752052,146754051,"+"
"272347","Zfp398","chr6",47783660,47785659,"+"
"272350","Gm5065","chr7",5300144,5302143,"+"
"272359","Irf2bp1","chr7",19587414,19589413,"+"
"272381","Lrrc4b","chr7",51695857,51697856,"+"
"272382","Spib","chr7",51787442,51789441,"-"
"272396","Tarsl2","chr7",72787784,72789783,"+"
"272411","B3gnt6","chr7",105347986,105349985,"-"
"272428","Acsm5","chr7",126667779,126669778,"+"
"272465","Tmem255b","chr8",13433459,13435458,"+"
"272538","Tango6","chr8",109204968,109206967,"+"
"272551","Gins2","chr8",123112976,123114975,"-"
"272589","Tbcel","chr9",42236278,42238277,"-"
"27260","Plek2","chr12",80007926,80009925,"-"
"27261","Dok3","chr13",55629900,55631899,"-"
"27263","Smok2a","chr17",13412054,13414053,"+"
"272636","Esyt3","chr9",99258950,99260949,"-"
"272643","Prss43","chr9",110727194,110729193,"+"
"272667","Smok4a","chr17",13712322,13714321,"+"
"27267","Cars","chr7",150785948,150787947,"-"
"27273","Pdk4","chr6",5446279,5448278,"-"
"27274","Zfp354b","chr11",50745138,50747137,"-"
"27275","Nufip1","chr14",76508698,76510697,"+"
"27276","Plekhb1","chr7",107805480,107807479,"-"
"27277","Golga5","chr12",103705344,103707343,"+"
"27278","Clnk","chr5",39267933,39269932,"-"
"27279","Tnfrsf12a","chr17",23814417,23816416,"-"
"272790","Magee2","chrX",102052607,102054606,"-"
"27280","Phlda3","chr1",137660662,137662661,"+"
"27281","Hrasls","chr16",29207781,29209780,"+"
"27354","Nbn","chr4",15883114,15885113,"+"
"27355","Pald1","chr10",60818785,60820784,"-"
"27356","Insl6","chr19",29399809,29401808,"-"
"27357","Gyg","chr3",20054996,20056995,"-"
"27358","Defb3","chr8",19291361,19293360,"+"
"27359","Sytl4","chrX",130516323,130518322,"-"
"27360","Add3","chr19",53212935,53214934,"+"
"27361","Msrb1","chr17",24871587,24873586,"+"
"27362","Dnajb9","chr12",45311056,45313055,"-"
"27364","Srr","chr11",74722708,74724707,"-"
"27366","Txnl4a","chr18",80401537,80403536,"+"
"27367","Rpl3","chr15",79913013,79915012,"-"
"27368","Tbl2","chr5",135623581,135625580,"+"
"27369","Dguok","chr6",83456964,83458963,"-"
"27370","Rps26","chr10",128063563,128065562,"-"
"27371","Sh2d2a","chr3",87648677,87650676,"+"
"27372","Prl3c1","chr13",27286529,27288528,"+"
"27373","Csnk1e","chr15",79272488,79274487,"-"
"27374","Prmt5","chr14",55136308,55138307,"-"
"27375","Tjp3","chr10",80754013,80756012,"-"
"27376","Slc25a10","chr11",120351151,120353150,"+"
"27377","Yme1l1","chr2",23010066,23012065,"+"
"27378","Tcl1b3","chr12",106427070,106429069,"+"
"27379","Tcl1b1","chr12",106395914,106397913,"+"
"27380","Tcl1b4","chr12",106438632,106440631,"+"
"27381","Tcl1b2","chr12",106383243,106385242,"+"
"27382","Tcl1b5","chr12",106412568,106414567,"+"
"27384","Akr1c13","chr13",4188433,4190432,"+"
"27385","Magel2","chr7",69519865,69521864,"+"
"27386","Npas3","chr12",54347664,54349663,"+"
"27387","Sh2d3c","chr2",32574592,32576591,"+"
"27388","Ptdss2","chr7",148315185,148317184,"+"
"27389","Dusp13","chr14",22559624,22561623,"-"
"27390","Mmel1","chr4",154241694,154243693,"+"
"27392","Pign","chr1",107465743,107467742,"-"
"27393","Mrpl39","chr16",84735427,84737426,"-"
"27395","Mrpl15","chr1",4775808,4777807,"-"
"27397","Mrpl17","chr7",112959602,112961601,"-"
"27398","Mrpl2","chr17",46781197,46783196,"+"
"27399","Ip6k1","chr9",107896683,107898682,"+"
"27400","Hsd17b6","chr10",127444565,127446564,"-"
"27401","Skp2","chr15",9070208,9072207,"-"
"27402","Pdhx","chr2",102913671,102915670,"-"
"27403","Abca7","chr10",79458360,79460359,"+"
"27404","Abca8b","chr11",109857131,109859130,"-"
"27405","Abcg3","chr5",105411737,105413736,"-"
"27406","Abcf3","chr16",20546676,20548675,"+"
"27407","Abcf2","chr5",24083286,24085285,"-"
"27409","Abcg5","chr17",85082264,85084263,"-"
"27410","Abca3","chr17",24486991,24488990,"+"
"27411","Slc14a2","chr18",78375912,78377911,"-"
"27412","Peg12","chr7",69609397,69611396,"-"
"27413","Abcb11","chr2",69180674,69182673,"-"
"27414","Sergef","chr7",53895178,53897177,"-"
"27416","Abcc5","chr16",20335300,20337299,"-"
"27418","Mkln1","chr6",31346828,31348827,"+"
"27419","Naglu","chr11",100929191,100931190,"+"
"27421","Abcc6","chr7",53285657,53287656,"-"
"27423","Klra15","chr6",130330736,130332735,"-"
"27425","Atp5l","chr9",44728826,44730825,"-"
"27426","Nagpa","chr16",5204106,5206105,"-"
"27428","Shroom3","chr5",93110461,93112460,"+"
"27494","Amot","chrX",141921590,141923589,"-"
"27528","Nrep","chr18",33623289,33625288,"-"
"27632","Nelfe","chr17",34985336,34987335,"+"
"27643","Ubl4","chrX",71614062,71616061,"-"
"27660","1700088E04Rik","chr15",78971607,78973606,"-"
"276742","Taar7e","chr10",23755420,23757419,"+"
"276770","Eif5a","chr11",69734133,69736132,"-"
"27681","Snf8","chr11",95894231,95896230,"+"
"276829","Smtnl2","chr11",72225216,72227215,"-"
"276846","Pigs","chr11",78139924,78141923,"+"
"276852","D11Wsu47e","chr11",113543720,113545719,"+"
"276865","Olfr1371","chr11",52027490,52029489,"-"
"276891","Timd4","chr11",46622301,46624300,"+"
"276905","Armc7","chr11",115334991,115336990,"+"
"276919","Gemin4","chr11",76031075,76033074,"-"
"276920","Ccdc42","chr11",68398539,68400538,"+"
"276950","Slfn8","chr11",82834313,82836312,"-"
"276952","Rasl10b","chr11",83220819,83222818,"+"
"277010","Marveld1","chr19",42219879,42221878,"+"
"277154","Nynrin","chr14",56470952,56472951,"+"
"277203","Tm4sf19","chr16",32398592,32400591,"+"
"277250","Kdm3b","chr18",34934662,34936661,"+"
"277328","Trpa1","chr1",14908944,14910943,"-"
"277333","Gm5069","chr1",182260681,182262680,"-"
"277343","Wfdc8","chr2",164439127,164441126,"-"
"277345","Wfdc16","chr2",164464303,164466302,"-"
"277353","Tcfl5","chr2",180377397,180379396,"-"
"277360","Prex1","chr2",166407572,166409571,"-"
"277396","Klhl23","chr2",69658427,69660426,"+"
"277414","Trp53i11","chr2",93025741,93027740,"+"
"277432","Vstm2l","chr2",157738389,157740388,"+"
"277463","Gpr107","chr2",31005836,31007835,"+"
"277468","Slc39a12","chr2",14308025,14310024,"+"
"277496","Lkaaear1","chr2",181433148,181435147,"-"
"27756","Lsm2","chr17",35116805,35118804,"+"
"277562","Olfr1286","chr2",111261107,111263106,"-"
"27762","Vwa7","chr17",35151524,35153523,"+"
"277666","Gm13078","chr4",143307358,143309357,"+"
"277668","Gm13088","chr4",143247150,143249149,"-"
"277692","Rps19-ps3","chr4",147196312,147198311,"-"
"277743","Fam131c","chr4",140922135,140924134,"+"
"277744","Gm694","chr4",140992021,140994020,"-"
"277753","Cyp4a12a","chr4",114969651,114971650,"+"
